player_name,nic_year,pro_pos,school,GM
Marlon Mack,2017,RB,South Florida,ATL_Thomas Dimitroff
Laurence Maroney,2006,RB,Minnesota,ATL_Thomas Dimitroff
Keith Marshall,2016,RB,Georgia,ATL_Thomas Dimitroff
Doug Martin,2012,RB,Boise State,ATL_Thomas Dimitroff
Tre Mason,2014,RB,Auburn,ATL_Thomas Dimitroff
Ryan Mathews,2010,RB,Fresno State,ATL_Thomas Dimitroff
Alexander Mattison,2019,RB,Boise State,ATL_Thomas Dimitroff
Christian McCaffrey,2017,RB,Stanford,ATL_Thomas Dimitroff
Dexter McCluster,2010,RB,Ole Miss,ATL_Thomas Dimitroff
Darren McFadden,2008,RB,Arkansas,ATL_Thomas Dimitroff
Willis McGahee,2003,RB,Miami (FL),ATL_Thomas Dimitroff
Joe McKnight,2010,RB,USC,ATL_Thomas Dimitroff
Jeremy McNichols,2017,RB,Boise State,ATL_Thomas Dimitroff
Rashard Mendenhall,2008,RB,Illinois,ATL_Thomas Dimitroff
Christine Michael,2013,RB,Texas A&M,ATL_Thomas Dimitroff
Sony Michel,2018,RB,Georgia,ATL_Thomas Dimitroff
Lamar Miller,2012,RB,Miami (FL),ATL_Thomas Dimitroff
Ryan Moats,2005,RB,Louisiana Tech,ATL_Thomas Dimitroff
David Montgomery,2019,RB,Iowa State,ATL_Thomas Dimitroff
Ty Montgomery,2015,RB,Stanford,ATL_Thomas Dimitroff
Mewelde Moore,2004,RB,Tulane,ATL_Thomas Dimitroff
Vernand Morency,2005,RB,Oklahoma State,ATL_Thomas Dimitroff
Knowshon Moreno,2009,RB,Georgia,ATL_Thomas Dimitroff
Marcus Murphy,2015,RB,Missouri,ATL_Thomas Dimitroff
DeMarco Murray,2011,RB,Oklahoma,ATL_Thomas Dimitroff
Jerious Norwood,2006,RB,Mississippi State,ATL_Thomas Dimitroff
Jalen Parmele,2008,RB,Toledo,ATL_Thomas Dimitroff
Allen Patrick,2008,RB,Oklahoma,ATL_Thomas Dimitroff
Isaiah Pead,2012,RB,Cincinnati,ATL_Thomas Dimitroff
Alvin Pearman,2005,RB,Virginia,ATL_Thomas Dimitroff
Rashaad Penny,2018,RB,San Diego State,ATL_Thomas Dimitroff
Samaje Perine,2017,RB,Oklahoma,ATL_Thomas Dimitroff
Paul Perkins,2016,RB,UCLA,ATL_Thomas Dimitroff
Chris Perry,2004,RB,Michigan,ATL_Thomas Dimitroff
Bernard Pierce,2012,RB,Temple,ATL_Thomas Dimitroff
Artose Pinner,2003,RB,Kentucky,ATL_Thomas Dimitroff
Antonio Pittman,2007,RB,Ohio State,ATL_Thomas Dimitroff
C.J. Prosise,2016,RB,Notre Dame,ATL_Thomas Dimitroff
Donnel Pumphrey,2017,RB,San Diego State,ATL_Thomas Dimitroff
Chris Rainey,2012,RB,Florida,ATL_Thomas Dimitroff
Joseph Randle,2013,RB,Oklahoma State,ATL_Thomas Dimitroff
Chris Carson,2017,RB,Oklahoma State,ATL_Thomas Dimitroff
Ray Rice,2008,RB,Rutgers,ATL_Thomas Dimitroff
Theo Riddick,2013,RB,Notre Dame,ATL_Thomas Dimitroff
Stevan Ridley,2011,RB,LSU,ATL_Thomas Dimitroff
Javon Ringer,2009,RB,Michigan State,ATL_Thomas Dimitroff
Jacquizz Rodgers,2011,RB,Oregon State,ATL_Thomas Dimitroff
Evan Royster,2011,RB,Penn State,ATL_Thomas Dimitroff
Denard Robinson,2013,RB,Michigan,ATL_Thomas Dimitroff
Jaylen Samuels,2018,RB,North Carolina State,ATL_Thomas Dimitroff
Miles Sanders,2019,RB,Penn State,ATL_Thomas Dimitroff
Bishop Sankey,2014,RB,Washington,ATL_Thomas Dimitroff
Jordan Scarlett,2019,RB,Florida,ATL_Thomas Dimitroff
Charles Scott,2010,RB,LSU,ATL_Thomas Dimitroff
Da'Rel Scott,2011,RB,Maryland,ATL_Thomas Dimitroff
Charles Sims,2014,RB,West Virginia,ATL_Thomas Dimitroff
Devin Singletary,2019,RB,Florida Atlantic,ATL_Thomas Dimitroff
Steve Slaton,2008,RB,West Virginia,ATL_Thomas Dimitroff
Wendell Smallwood,2016,RB,West Virginia,ATL_Thomas Dimitroff
Kolby Smith,2007,RB,Louisville,ATL_Thomas Dimitroff
Musa Smith,2003,RB,Georgia,ATL_Thomas Dimitroff
Benny Snell Jr.,2019,RB,Kentucky,ATL_Thomas Dimitroff
C.J. Spiller,2010,RB,Clemson,ATL_Thomas Dimitroff
Darren Sproles,2005,RB,Kansas State,ATL_Thomas Dimitroff
Zac Stacy,2013,RB,Vanderbilt,ATL_Thomas Dimitroff
James Starks,2010,RB,Buffalo,ATL_Thomas Dimitroff
Stepfan Taylor,2013,RB,Stanford,ATL_Thomas Dimitroff
Lorenzo Taliaferro,2014,RB,Coastal Carolina,ATL_Thomas Dimitroff
Xavier Omon,2008,RB,Northwest Missouri State,ATL_Thomas Dimitroff
Lex Hilliard,2008,RB,Montana,ATL_Thomas Dimitroff
Cyrus Gray,2012,RB,Texas A&M,ATL_Thomas Dimitroff
Jordan Todman,2011,RB,Connecticut,ATL_Thomas Dimitroff
Brandon Jacobs,2005,RB,Southern Illinois,ATL_Thomas Dimitroff
Ryan Torain,2008,RB,Arizona State,ATL_Thomas Dimitroff
Robert Turbin,2012,RB,Utah State,ATL_Thomas Dimitroff
Michael Turner,2004,RB,Northern Illinois,ATL_Thomas Dimitroff
Tarik Cohen,2017,RB,North Carolina A&T,ATL_Thomas Dimitroff
Shane Vereen,2011,RB,California,ATL_Thomas Dimitroff
Chauncey Washington,2008,RB,USC,ATL_Thomas Dimitroff
Leon Washington,2006,RB,Florida State,ATL_Thomas Dimitroff
Chase Edmonds,2018,RB,Fordham,ATL_Thomas Dimitroff
Mike Weber,2019,RB,Ohio State,ATL_Thomas Dimitroff
Chris Wells,2009,RB,Ohio State,ATL_Thomas Dimitroff
James White,2014,RB,Wisconsin,ATL_Thomas Dimitroff
Johnny White,2011,RB,North Carolina,ATL_Thomas Dimitroff
LenDale White,2006,RB,USC,ATL_Thomas Dimitroff
Bernard Scott,2009,RB,Abilene Christian,ATL_Thomas Dimitroff
Terrance West,2014,RB,Towson,ATL_Thomas Dimitroff
Cedric Houston,2005,RB,Tennessee,ATL_Thomas Dimitroff
Andre Williams,2014,RB,Boston College,ATL_Thomas Dimitroff
Carnell Williams,2005,RB,Auburn,ATL_Thomas Dimitroff
DeAngelo Williams,2006,RB,Memphis,ATL_Thomas Dimitroff
Eddie Williams,2009,RB,Idaho,ATL_Thomas Dimitroff
Jamaal Williams,2017,RB,Brigham Young,ATL_Thomas Dimitroff
Joe Williams,2017,RB,Utah,ATL_Thomas Dimitroff
Jonathan Williams,2016,RB,Arkansas,ATL_Thomas Dimitroff
Karlos Williams,2015,RB,Florida State,ATL_Thomas Dimitroff
Ryan Williams,2011,RB,Virginia Tech,ATL_Thomas Dimitroff
Trayveon Williams,2019,RB,Texas A&M,ATL_Thomas Dimitroff
Garrett Wolfe,2007,RB,Northern Illinois,ATL_Thomas Dimitroff
Dwayne Wright,2007,RB,Fresno State,ATL_Thomas Dimitroff
T.J. Yeldon,2015,RB,Alabama,ATL_Thomas Dimitroff
Domanick Williams,2003,RB,LSU,ATL_Thomas Dimitroff
Justice Hill,2019,RB,Oklahoma State,ATL_Thomas Dimitroff
Mark Walton,2018,RB,Miami (FL),ATL_Thomas Dimitroff
DeShawn Wynn,2007,RB,Florida,ATL_Thomas Dimitroff
Devontae Booker,2016,RB,Utah,ATL_Thomas Dimitroff
Jonathan Dwyer,2010,RB,Georgia Tech,ATL_Thomas Dimitroff
Cedric Peerman,2009,RB,Virginia,ATL_Thomas Dimitroff
Tevin Coleman,2015,RB,Indiana,ATL_Thomas Dimitroff
Anthony Allen,2011,RB,Georgia Tech,ATL_Thomas Dimitroff
Chris Henry,2007,RB,Arizona,ATL_Thomas Dimitroff
Noah Herron,2005,RB,Northwestern,ATL_Thomas Dimitroff
Ben Tate,2010,RB,Auburn,ATL_Thomas Dimitroff
Javarris Williams,2009,RB,Tennessee State,ATL_Thomas Dimitroff
Reggie Bush,2006,RB,USC,ATL_Thomas Dimitroff
Vick Ballard,2012,RB,Mississippi State,ATL_Thomas Dimitroff
Marion Barber,2005,RB,Minnesota,ATL_Thomas Dimitroff
Terrance Ganaway,2012,RB,Baylor,ATL_Thomas Dimitroff
Adrian Peterson,2007,RB,Oklahoma,ATL_Thomas Dimitroff
Kerwynn Williams,2013,RB,Utah State,ATL_Thomas Dimitroff
Andre Ellington,2013,RB,Clemson,ATL_Thomas Dimitroff
Kenjon Barner,2013,RB,Oregon,ATL_Thomas Dimitroff
Wayne Gallman,2017,RB,Clemson,ATL_Thomas Dimitroff
Marion Grice,2014,RB,Arizona State,ATL_Thomas Dimitroff
Quentin Griffin,2003,RB,Oklahoma,ATL_Thomas Dimitroff
Derrius Guice,2018,RB,LSU,ATL_Thomas Dimitroff
Todd Gurley,2015,RB,Georgia,ATL_Thomas Dimitroff
Montario Hardesty,2010,RB,Tennessee,ATL_Thomas Dimitroff
Jamie Harper,2011,RB,Clemson,ATL_Thomas Dimitroff
David Johnson,2015,RB,Northern Iowa,ATL_Thomas Dimitroff
Jerick McKinnon,2014,RB,Georgia Southern,ATL_Thomas Dimitroff
Alfred Blue,2014,RB,LSU,ATL_Thomas Dimitroff
Trent Richardson,2012,RB,Alabama,ATL_Thomas Dimitroff
Natrell Jamerson,2018,S,Wisconsin,ATL_Thomas Dimitroff
T.J. Green,2016,S,Clemson,ATL_Thomas Dimitroff
Cody Grimm,2010,S,Virginia Tech,ATL_Thomas Dimitroff
Winston Guy,2012,S,Kentucky,ATL_Thomas Dimitroff
Chip Vaughn,2009,S,Wake Forest,ATL_Thomas Dimitroff
Damarious Randall,2015,S,Arizona State,ATL_Thomas Dimitroff
George Iloka,2012,S,Boise State,ATL_Thomas Dimitroff
Charles Mitchell,2012,S,Mississippi State,ATL_Thomas Dimitroff
William Moore,2009,S,Missouri,ATL_Thomas Dimitroff
DaJuan Morgan,2008,S,North Carolina State,ATL_Thomas Dimitroff
Zeke Motta,2013,S,Notre Dame,ATL_Thomas Dimitroff
Taylor Rapp,2019,S,Washington,ATL_Thomas Dimitroff
Justin Reid,2018,S,Stanford,ATL_Thomas Dimitroff
Darrell Stuckey,2010,S,Kansas,ATL_Thomas Dimitroff
Chinedum Ndukwe,2007,S,Notre Dame,ATL_Thomas Dimitroff
Adrian Amos,2015,S,Penn State,ATL_Thomas Dimitroff
Jamal Adams,2017,S,LSU,ATL_Thomas Dimitroff
Johnathan Abram,2019,S,Mississippi State,ATL_Thomas Dimitroff
Maurice Alexander,2014,S,Utah State,ATL_Thomas Dimitroff
Antonio Allen,2012,S,South Carolina,ATL_Thomas Dimitroff
Nate Allen,2010,S,South Florida,ATL_Thomas Dimitroff
Ricardo Allen,2014,S,Purdue,ATL_Thomas Dimitroff
Troy Apke,2018,S,Penn State,ATL_Thomas Dimitroff
Larry Asante,2010,S,Nebraska,ATL_Thomas Dimitroff
Budda Baker,2017,S,Washington,ATL_Thomas Dimitroff
Dominique Barber,2008,S,Minnesota,ATL_Thomas Dimitroff
Josh Barrett,2008,S,Arizona State,ATL_Thomas Dimitroff
Jessie Bates III,2018,S,Wake Forest,ATL_Thomas Dimitroff
Vonn Bell,2016,S,Ohio State,ATL_Thomas Dimitroff
Nat Berhe,2014,S,San Diego State,ATL_Thomas Dimitroff
Eric Berry,2010,S,Tennessee,ATL_Thomas Dimitroff
Marquise Blair,2019,S,Utah,ATL_Thomas Dimitroff
Robert Blanton,2012,S,Notre Dame,ATL_Thomas Dimitroff
Greg Blue,2006,S,Georgia,ATL_Thomas Dimitroff
Omar Bolden,2012,S,Arizona State,ATL_Thomas Dimitroff
Tre Boston,2014,S,North Carolina,ATL_Thomas Dimitroff
John Boyett,2013,S,Oregon,ATL_Thomas Dimitroff
Terrence Brooks,2014,S,Florida State,ATL_Thomas Dimitroff
David Bruton,2009,S,Notre Dame,ATL_Thomas Dimitroff
Morgan Burnett,2010,S,Georgia Tech,ATL_Thomas Dimitroff
Deon Bush,2016,S,Miami (FL),ATL_Thomas Dimitroff
Jairus Byrd,2009,S,Oregon,ATL_Thomas Dimitroff
Ibraheim Campbell,2015,S,Northwestern,ATL_Thomas Dimitroff
Quinton Carter,2011,S,Oklahoma,ATL_Thomas Dimitroff
Kam Chancellor,2010,S,Virginia Tech,ATL_Thomas Dimitroff
Patrick Chung,2009,S,Oregon,ATL_Thomas Dimitroff
Chuck Clark,2017,S,Virginia Tech,ATL_Thomas Dimitroff
Kurt Coleman,2010,S,Ohio State,ATL_Thomas Dimitroff
Landon Collins,2015,S,Alabama,ATL_Thomas Dimitroff
Chris Conte,2011,S,California,ATL_Thomas Dimitroff
Dane Cruikshank,2018,S,Arizona,ATL_Thomas Dimitroff
Johnathan Cyprien,2013,S,Florida International,ATL_Thomas Dimitroff
Sean Davis,2016,S,Maryland,ATL_Thomas Dimitroff
Thomas DeCoud,2008,S,California,ATL_Thomas Dimitroff
Louis Delmas,2009,S,Western Michigan,ATL_Thomas Dimitroff
Quintin Demps,2008,S,UTEP,ATL_Thomas Dimitroff
K.J. Dillon,2016,S,West Virginia,ATL_Thomas Dimitroff
Ahmad Dixon,2014,S,Baylor,ATL_Thomas Dimitroff
Jonathan Dowling,2014,S,Western Kentucky,ATL_Thomas Dimitroff
Terrell Edmunds,2018,S,Virginia Tech,ATL_Thomas Dimitroff
Tanard Jackson,2007,S,Syracuse,ATL_Thomas Dimitroff
Mike Edwards,2019,S,Kentucky,ATL_Thomas Dimitroff
Matt Elam,2013,S,Florida,ATL_Thomas Dimitroff
DeShon Elliott,2018,S,Texas,ATL_Thomas Dimitroff
Kevin Ellison,2009,S,USC,ATL_Thomas Dimitroff
Josh Evans,2013,S,Florida,ATL_Thomas Dimitroff
Justin Evans,2017,S,Texas A&M,ATL_Thomas Dimitroff
Antone Exum,2014,S,Virginia Tech,ATL_Thomas Dimitroff
Minkah Fitzpatrick,2018,S,Alabama,ATL_Thomas Dimitroff
Eric Frampton,2007,S,Washington State,ATL_Thomas Dimitroff
Kavon Frazier,2016,S,Central Michigan,ATL_Thomas Dimitroff
Clayton Geathers,2015,S,UCF,ATL_Thomas Dimitroff
Marcus Gilchrist,2011,S,Clemson,ATL_Thomas Dimitroff
Charles Godfrey,2008,S,Iowa,ATL_Thomas Dimitroff
DeJon Gomes,2011,S,Nebraska,ATL_Thomas Dimitroff
Courtney Greene,2009,S,Rutgers,ATL_Thomas Dimitroff
Eric Hagg,2011,S,Nebraska,ATL_Thomas Dimitroff
Andre Hal,2014,S,Vanderbilt,ATL_Thomas Dimitroff
Michael Hamlin,2009,S,Clemson,ATL_Thomas Dimitroff
Saquan Hampton,2019,S,Rutgers,ATL_Thomas Dimitroff
Victor Harris,2009,S,Virginia Tech,ATL_Thomas Dimitroff
Will Harris,2019,S,Boston College,ATL_Thomas Dimitroff
Ronnie Harrison,2018,S,Alabama,ATL_Thomas Dimitroff
Delano Hill,2017,S,Michigan,ATL_Thomas Dimitroff
Jermale Hines,2011,S,Ohio State,ATL_Thomas Dimitroff
Gerod Holliman,2015,S,Louisville,ATL_Thomas Dimitroff
Amani Hooker,2019,S,Iowa,ATL_Thomas Dimitroff
Malik Hooker,2017,S,Ohio State,ATL_Thomas Dimitroff
Roman Harper,2006,S,Alabama,ATL_Thomas Dimitroff
Marviel Underwood,2005,S,San Diego State,ATL_Thomas Dimitroff
Charlie Peprah,2006,S,Alabama,ATL_Thomas Dimitroff
Chris Horton,2008,S,UCLA,ATL_Thomas Dimitroff
Marqueston Huff,2014,S,Wyoming,ATL_Thomas Dimitroff
Micah Hyde,2013,S,Iowa,ATL_Thomas Dimitroff
Derwin James,2018,S,Florida State,ATL_Thomas Dimitroff
Jaiquawn Jarrett,2011,S,Temple,ATL_Thomas Dimitroff
Kyshoen Jarrett,2015,S,Virginia Tech,ATL_Thomas Dimitroff
Malcolm Jenkins,2009,S,Ohio State,ATL_Thomas Dimitroff
Rayshawn Jenkins,2017,S,Miami (FL),ATL_Thomas Dimitroff
Jaquan Johnson,2019,S,Miami (FL),ATL_Thomas Dimitroff
John Johnson,2017,S,Boston College,ATL_Thomas Dimitroff
Rashad Johnson,2009,S,Alabama,ATL_Thomas Dimitroff
Chad Jones,2010,S,LSU,ATL_Thomas Dimitroff
Reshad Jones,2010,S,Georgia,ATL_Thomas Dimitroff
Jayron Kearse,2016,S,Clemson,ATL_Thomas Dimitroff
Shiloh Keo,2011,S,Idaho,ATL_Thomas Dimitroff
Antwoine Sanders,2003,S,Utah,ATL_Thomas Dimitroff
Kendrick Lewis,2010,S,Ole Miss,ATL_Thomas Dimitroff
Dwight Lowery,2008,S,San Jose State,ATL_Thomas Dimitroff
Shalom Luani,2017,S,Washington State,ATL_Thomas Dimitroff
Markelle Martin,2012,S,Oklahoma State,ATL_Thomas Dimitroff
Sherrod Martin,2009,S,Troy,ATL_Thomas Dimitroff
Tyrann Mathieu,2013,S,LSU,ATL_Thomas Dimitroff
Ahmad Black,2011,S,Florida,ATL_Thomas Dimitroff
Marcus Maye,2017,S,Florida,ATL_Thomas Dimitroff
Taylor Mays,2010,S,USC,ATL_Thomas Dimitroff
Darcel McBath,2009,S,Texas Tech,ATL_Thomas Dimitroff
Devin McCourty,2010,S,Rutgers,ATL_Thomas Dimitroff
T.J. McDonald,2013,S,USC,ATL_Thomas Dimitroff
Madieu Williams,2004,S,Maryland,ATL_Thomas Dimitroff
Gerald Alexander,2007,S,Boise State,ATL_Thomas Dimitroff
Hamza Abdullah,2005,S,Washington State,ATL_Thomas Dimitroff
Rahim Moore,2011,S,UCLA,ATL_Thomas Dimitroff
Don Carey,2009,S,Norfolk State,ATL_Thomas Dimitroff
Todd Johnson,2003,S,Florida,ATL_Thomas Dimitroff
Miles Killebrew,2016,S,Southern Utah,ATL_Thomas Dimitroff
Reggie Nelson,2007,S,Florida,ATL_Thomas Dimitroff
Montae Nicholson,2017,S,Michigan State,ATL_Thomas Dimitroff
Troy Nolan,2009,S,Arizona State,ATL_Thomas Dimitroff
Kevin Payne,2007,S,Louisiana-Monroe,ATL_Thomas Dimitroff
Jabrill Peppers,2017,S,Michigan,ATL_Thomas Dimitroff
Kenny Phillips,2008,S,Miami (FL),ATL_Thomas Dimitroff
Jordan Poyer,2013,S,Oregon State,ATL_Thomas Dimitroff
Calvin Pryor,2014,S,Louisville,ATL_Thomas Dimitroff
Glover Quin,2009,S,New Mexico,ATL_Thomas Dimitroff
Bacarri Rambo,2013,S,Georgia,ATL_Thomas Dimitroff
Sheldrick Redwine,2019,S,Miami (FL),ATL_Thomas Dimitroff
Ed Reynolds,2014,S,Stanford,ATL_Thomas Dimitroff
Trenton Robinson,2012,S,Michigan State,ATL_Thomas Dimitroff
Myron Rolle,2010,S,Florida State,ATL_Thomas Dimitroff
Aaron Rouse,2007,S,Virginia Tech,ATL_Thomas Dimitroff
James Sample,2015,S,Louisville,ATL_Thomas Dimitroff
Robert Sands,2011,S,West Virginia,ATL_Thomas Dimitroff
Jamarca Sanford,2009,S,Ole Miss,ATL_Thomas Dimitroff
Tyler Sash,2011,S,Iowa,ATL_Thomas Dimitroff
Darnell Savage Jr.,2019,S,Maryland,ATL_Thomas Dimitroff
Da'Norris Searcy,2011,S,North Carolina,ATL_Thomas Dimitroff
Justin Simmons,2016,S,Boston College,ATL_Thomas Dimitroff
Jamoris Slaughter,2013,S,Notre Dame,ATL_Thomas Dimitroff
DeAngelo Smith,2009,S,Cincinnati,ATL_Thomas Dimitroff
Derron Smith,2015,S,Fresno State,ATL_Thomas Dimitroff
Harrison Smith,2012,S,Notre Dame,ATL_Thomas Dimitroff
Reggie Smith,2008,S,Oklahoma,ATL_Thomas Dimitroff
Amari Spievey,2010,S,Iowa,ATL_Thomas Dimitroff
Daimion Stafford,2013,S,Nebraska,ATL_Thomas Dimitroff
Craig Steltz,2008,S,LSU,ATL_Thomas Dimitroff
D.J. Swearinger,2013,S,South Carolina,ATL_Thomas Dimitroff
Brandon Taylor,2012,S,LSU,ATL_Thomas Dimitroff
Curtis Taylor,2009,S,LSU,ATL_Thomas Dimitroff
Marvell Tell III,2019,S,USC,ATL_Thomas Dimitroff
Earl Thomas,2010,S,Texas,ATL_Thomas Dimitroff
Shamarko Thomas,2013,S,Syracuse,ATL_Thomas Dimitroff
Darian Thompson,2016,S,Boise State,ATL_Thomas Dimitroff
Deionte Thompson,2019,S,Alabama,ATL_Thomas Dimitroff
Tedric Thompson,2017,S,Colorado,ATL_Thomas Dimitroff
Juan Thornhill,2019,S,Virginia,ATL_Thomas Dimitroff
Walter Thurmond,2010,S,Oregon,ATL_Thomas Dimitroff
Kenny Vaccaro,2013,S,Texas,ATL_Thomas Dimitroff
Brock Vereen,2014,S,Minnesota,ATL_Thomas Dimitroff
Tracy Walker,2018,S,Louisiana,ATL_Thomas Dimitroff
T.J. Ward,2010,S,Oregon,ATL_Thomas Dimitroff
Donald Washington,2009,S,Ohio State,ATL_Thomas Dimitroff
Jaylen Watkins,2014,S,Florida,ATL_Thomas Dimitroff
Armani Watts,2018,S,Texas A&M,ATL_Thomas Dimitroff
Kyzir White,2018,S,West Virginia,ATL_Thomas Dimitroff
Aaron Williams,2011,S,Texas,ATL_Thomas Dimitroff
Duke Williams,2013,S,Nevada,ATL_Thomas Dimitroff
Marcus Williams,2017,S,Utah,ATL_Thomas Dimitroff
Shawn Williams,2013,S,Georgia,ATL_Thomas Dimitroff
Khari Willis,2019,S,Michigan State,ATL_Thomas Dimitroff
Donovan Wilson,2019,S,Texas A&M,ATL_Thomas Dimitroff
Earl Wolff,2013,S,North Carolina State,ATL_Thomas Dimitroff
Xavier Woods,2017,S,Louisiana Tech,ATL_Thomas Dimitroff
Major Wright,2010,S,Florida,ATL_Thomas Dimitroff
Tom Zbikowski,2008,S,Notre Dame,ATL_Thomas Dimitroff
Julian Love,2019,S,Notre Dame,ATL_Thomas Dimitroff
Jimmie Ward,2014,S,Northern Illinois,ATL_Thomas Dimitroff
JL Skinner,2023,S,Boise State,ATL_Thomas Dimitroff
Jarrad Page,2006,S,UCLA,ATL_Thomas Dimitroff
Ji'Ayir Brown,2023,S,Penn State,ATL_Thomas Dimitroff
Jordan Battle,2023,S,Alabama,ATL_Thomas Dimitroff
Sean Jones,2004,S,Georgia,ATL_Thomas Dimitroff
Tyrell Johnson,2008,S,Arkansas State,ATL_Thomas Dimitroff
Colin Branch,2003,S,Stanford,ATL_Thomas Dimitroff
Derek Pagel,2003,S,Iowa,ATL_Thomas Dimitroff
Nick Collins,2005,S,Bethune-Cookman,ATL_Thomas Dimitroff
C.J. Gaddis,2007,S,Clemson,ATL_Thomas Dimitroff
Dexter Reid,2004,S,North Carolina,ATL_Thomas Dimitroff
Brandon Harrison,2007,S,Stanford,ATL_Thomas Dimitroff
Donnie Nickey,2003,S,Ohio State,ATL_Thomas Dimitroff
Sean Considine,2005,S,Iowa,ATL_Thomas Dimitroff
Donte Nicholson,2005,S,Oklahoma,ATL_Thomas Dimitroff
Daren Stone,2007,S,Maine,ATL_Thomas Dimitroff
LaRon Landry,2007,S,LSU,ATL_Thomas Dimitroff
Willie Pile,2003,S,Virginia Tech,ATL_Thomas Dimitroff
Daniel Bullocks,2006,S,Nebraska,ATL_Thomas Dimitroff
Nasir Adderley,2019,S,Delaware,ATL_Thomas Dimitroff
Dashon Goldson,2007,S,Washington,ATL_Thomas Dimitroff
Akwasi Owusu-Ansah,2010,S,"Indiana, Pa.",ATL_Thomas Dimitroff
Sabby Piscitelli,2007,S,Oregon State,ATL_Thomas Dimitroff
Mike Doss,2003,S,Ohio State,ATL_Thomas Dimitroff
Stuart Schweigert,2004,S,Purdue,ATL_Thomas Dimitroff
Eugene Wilson,2003,S,Illinois,ATL_Thomas Dimitroff
Jerron McMillian,2012,S,Maine,ATL_Thomas Dimitroff
Josh Bullocks,2005,S,Nebraska,ATL_Thomas Dimitroff
Troy Polamalu,2003,S,USC,ATL_Thomas Dimitroff
Guss Scott,2004,S,Florida,ATL_Thomas Dimitroff
Gibril Wilson,2004,S,Tennessee,ATL_Thomas Dimitroff
Norman LeJeune,2003,S,LSU,ATL_Thomas Dimitroff
Jaquiski Tartt,2015,S,Samford,ATL_Thomas Dimitroff
DeAndre Houston-Carson,2016,S,William & Mary,ATL_Thomas Dimitroff
Hanik Milligan,2003,S,Houston,ATL_Thomas Dimitroff
Etric Pruitt,2004,S,Southern Miss,ATL_Thomas Dimitroff
Michael Boulware,2004,S,Florida State,ATL_Thomas Dimitroff
Derrick Martin,2006,S,Wyoming,ATL_Thomas Dimitroff
Dawan Landry,2006,S,Georgia Tech,ATL_Thomas Dimitroff
Donte Whitner,2006,S,Ohio State,ATL_Thomas Dimitroff
Jason Shivers,2004,S,Arizona State,ATL_Thomas Dimitroff
Erik Coleman,2004,S,Washington State,ATL_Thomas Dimitroff
Reed Doughty,2006,S,Northern Colorado,ATL_Thomas Dimitroff
Tony Bua,2004,S,Arkansas,ATL_Thomas Dimitroff
Sean Taylor,2004,S,Miami (FL),ATL_Thomas Dimitroff
Matt Ware,2004,S,UCLA,ATL_Thomas Dimitroff
Corey Graham,2007,S,New Hampshire,ATL_Thomas Dimitroff
Vincent Fuller,2005,S,Virginia Tech,ATL_Thomas Dimitroff
Will Allen,2004,S,Ohio State,ATL_Thomas Dimitroff
Jerome Carter,2005,S,Florida State,ATL_Thomas Dimitroff
Terrence Holt,2003,S,North Carolina State,ATL_Thomas Dimitroff
Willie Andrews,2006,S,Baylor,ATL_Thomas Dimitroff
John Wendling,2007,S,Wyoming,ATL_Thomas Dimitroff
Marcus Hudson,2006,S,North Carolina State,ATL_Thomas Dimitroff
Brodney Pool,2005,S,Oklahoma,ATL_Thomas Dimitroff
Eric Weddle,2007,S,Utah,ATL_Thomas Dimitroff
Ken Hamlin,2003,S,Arkansas,ATL_Thomas Dimitroff
Keith Lewis,2004,S,Oregon,ATL_Thomas Dimitroff
Gerome Sapp,2003,S,Notre Dame,ATL_Thomas Dimitroff
Jimmy Williams,2006,S,Virginia Tech,ATL_Thomas Dimitroff
Josh Gattis,2007,S,Wake Forest,ATL_Thomas Dimitroff
Anthony Smith,2006,S,Syracuse,ATL_Thomas Dimitroff
Calvin Lowry,2006,S,Penn State,ATL_Thomas Dimitroff
Michael Huff,2006,S,Texas,ATL_Thomas Dimitroff
Chad Nkang,2007,S,Elon,ATL_Thomas Dimitroff
J.J. Wilcox,2013,S,Georgia Southern,ATL_Thomas Dimitroff
Deandre Eiland,2004,S,South Carolina,ATL_Thomas Dimitroff
Nate Salley,2006,S,Ohio State,ATL_Thomas Dimitroff
Pat Watkins,2006,S,Florida State,ATL_Thomas Dimitroff
Christian Thompson,2012,S,South Carolina State,ATL_Thomas Dimitroff
Brandon Meriweather,2007,S,Miami (FL),ATL_Thomas Dimitroff
Ben Emanuel,2005,S,UCLA,ATL_Thomas Dimitroff
Kerry Rhodes,2005,S,Louisville,ATL_Thomas Dimitroff
Bernard Pollard,2006,S,Purdue,ATL_Thomas Dimitroff
Ko Simpson,2006,S,South Carolina,ATL_Thomas Dimitroff
Charles Drake,2003,S,Michigan,ATL_Thomas Dimitroff
Michael Griffin,2007,S,Texas,ATL_Thomas Dimitroff
Terrence Kiel,2003,S,Texas A&M,ATL_Thomas Dimitroff
Antoine Bethea,2006,S,Howard,ATL_Thomas Dimitroff
Glenn Earl,2004,S,Notre Dame,ATL_Thomas Dimitroff
Eric Smith,2006,S,Michigan State,ATL_Thomas Dimitroff
Curry Burns,2003,S,Louisville,ATL_Thomas Dimitroff
Tyvon Branch,2008,S,Connecticut,ATL_Thomas Dimitroff
Danieal Manning,2006,S,Abilene Christian,ATL_Thomas Dimitroff
