player_name,nic_year,pro_pos,school,top1_class,top1_prob,top2_class,top2_prob,top3_class,top3_prob,top4_class,top4_prob,top5_class,top5_prob
Mykel Williams,2025,ED,Georgia,HOU_Nick Caserio,0.06998357,NYJ_Joe Douglas,0.054901693,CLE_Andrew Berry,0.036118735,NO_Mickey Loomis,0.02852877,LAC_Joe Hortiz,0.026347136
Alijah Clark,2025,S,Syracuse,JAX_Trent Baalke,0.06991339,KC_Brett Veach,0.04759178,BAL_Eric DeCosta,0.037287805,SEA_John Schneider,0.03149133,CHI_Ryan Poles,0.028043933
Wyatt Milum,2025,T,West Virginia,MIA_Chris Grier,0.06912896,BAL_Eric DeCosta,0.053159803,GB_Brian Gutekunst,0.044091374,BUF_Brandon Beane,0.031321608,NYG_Joe Schoen,0.023868151
Josh Kelly,2025,WR,Texas Tech,BUF_Brandon Beane,0.06899573,SF_John Lynch,0.04412378,MIA_Chris Grier,0.036555193,LA_Les Snead,0.03553909,SEA_John Schneider,0.034233645
Nohl Williams,2025,CB,California,SF_John Lynch,0.068823434,SEA_John Schneider,0.06257844,GB_Brian Gutekunst,0.055424124,CIN_Mike Brown,0.030879656,NO_Mickey Loomis,0.025103724
Dont'e Thornton Jr.,2025,WR,Tennessee,PIT_Omar Khan,0.0688115,GB_Brian Gutekunst,0.06133892,JAX_Trent Baalke,0.052439995,DEN_George Paton,0.052371074,PHI_Howie Roseman,0.04445406
Isaiah Neyor,2025,WR,Nebraska,PHI_Howie Roseman,0.068603545,IND_Chris Ballard,0.066296905,NYJ_Joe Douglas,0.046955954,DAL_Jerry Jones,0.031568546,JAX_Trent Baalke,0.026316382
Dylan Fairchild,2025,G,Georgia,TB_Jason Licht,0.068391524,NYJ_Joe Douglas,0.057507012,DAL_Jerry Jones,0.048418336,CIN_Mike Brown,0.03287624,BAL_Eric DeCosta,0.023895124
Jackson Slater,2025,G,Sacramento State,SEA_John Schneider,0.06812944,CIN_Mike Brown,0.03914831,TB_Jason Licht,0.037237808,GB_Brian Gutekunst,0.03321473,DAL_Jerry Jones,0.0329276
Clay Webb,2025,G,Jacksonville State,DAL_Jerry Jones,0.06793849,BUF_Brandon Beane,0.0604661,GB_Brian Gutekunst,0.053490378,LA_Les Snead,0.03650651,SEA_John Schneider,0.03385256
Marcus Mbow,2025,T,Purdue,GB_Brian Gutekunst,0.06713151,BAL_Eric DeCosta,0.052887566,CLE_Andrew Berry,0.046748508,HOU_Nick Caserio,0.029528093,DEN_George Paton,0.02773298
Bru McCoy,2025,WR,Tennessee,NYJ_Joe Douglas,0.06629681,DEN_George Paton,0.050508585,GB_Brian Gutekunst,0.038291782,SF_John Lynch,0.03595167,BAL_Eric DeCosta,0.03593309
Jackson Woodard,2025,LB,UNLV,NO_Mickey Loomis,0.065765195,GB_Brian Gutekunst,0.05785501,PHI_Howie Roseman,0.047605712,NYJ_Joe Douglas,0.029918905,ATL_Terry Fontenot,0.02991533
Ajani Cornelius,2025,T,Oregon,CLE_Andrew Berry,0.065693244,NYJ_Joe Douglas,0.03162501,GB_Brian Gutekunst,0.02685147,BAL_Eric DeCosta,0.026671866,NO_Mickey Loomis,0.02354387
BJ Adams,2025,CB,UCF,BUF_Brandon Beane,0.06566283,SF_John Lynch,0.044290237,KC_Brett Veach,0.041111752,CHI_Ryan Poles,0.035744518,JAX_Trent Baalke,0.033173013
Jonas Sanker,2025,S,Virginia,NO_Mickey Loomis,0.06565998,CLE_Andrew Berry,0.06163809,NYG_Joe Schoen,0.05031092,MIA_Chris Grier,0.03935201,GB_Brian Gutekunst,0.032236356
Jayden Higgins,2025,WR,Iowa State,PIT_Omar Khan,0.06518054,DEN_George Paton,0.061904427,IND_Chris Ballard,0.046469186,JAX_Trent Baalke,0.030590368,TB_Jason Licht,0.03036242
Emeka Egbuka,2025,WR,Ohio State,BAL_Eric DeCosta,0.06517114,DAL_Jerry Jones,0.05322947,TB_Jason Licht,0.036564723,SEA_John Schneider,0.03438342,MIA_Chris Grier,0.028019853
Jonah Monheim,2025,C,USC,GB_Brian Gutekunst,0.06463624,BAL_Eric DeCosta,0.038690038,SF_John Lynch,0.03672297,CLE_Andrew Berry,0.035891216,NO_Mickey Loomis,0.030636042
Elic Ayomanor,2025,WR,Stanford,IND_Chris Ballard,0.06449885,CHI_Ryan Poles,0.03479002,CIN_Mike Brown,0.031047702,NO_Mickey Loomis,0.029806385,CAR_Scott Fitterer,0.025811817
LeQuint Allen,2025,RB,Syracuse,JAX_Trent Baalke,0.06447755,GB_Brian Gutekunst,0.03048472,BAL_Eric DeCosta,0.029524324,CLE_Andrew Berry,0.029050617,SF_John Lynch,0.027009444
Grey Zabel,2025,T,North Dakota State,DET_Brad Holmes,0.06437705,NYJ_Joe Douglas,0.052461922,IND_Chris Ballard,0.033936623,KC_Brett Veach,0.031410582,CIN_Mike Brown,0.026722392
Jared Ivey,2025,ED,Ole Miss,NYJ_Joe Douglas,0.06436777,CLE_Andrew Berry,0.036932316,IND_Chris Ballard,0.035340205,ATL_Terry Fontenot,0.033546343,BAL_Eric DeCosta,0.031732507
Andrew Armstrong,2025,WR,Arkansas,GB_Brian Gutekunst,0.064307235,DEN_George Paton,0.03865151,CLE_Andrew Berry,0.03442517,DAL_Jerry Jones,0.030698376,IND_Chris Ballard,0.026602585
Mike Green,2025,ED,Marshall,NYJ_Joe Douglas,0.06387481,ATL_Terry Fontenot,0.042681783,CAR_Scott Fitterer,0.040894147,CIN_Mike Brown,0.035493933,GB_Brian Gutekunst,0.03379931
Maxen Hook,2025,S,Toledo,BUF_Brandon Beane,0.06368435,JAX_Trent Baalke,0.040932663,CLE_Andrew Berry,0.0388685,SEA_John Schneider,0.027474796,MIN_Kwesi Adofo-Mensah,0.023868963
Tyler Warren,2025,TE,Penn State,DET_Brad Holmes,0.06353376,NYJ_Joe Douglas,0.043003175,ATL_Terry Fontenot,0.033884168,IND_Chris Ballard,0.03379369,GB_Brian Gutekunst,0.032854494
Trey Amos,2025,CB,Ole Miss,MIA_Chris Grier,0.06306707,KC_Brett Veach,0.04686476,CAR_Scott Fitterer,0.032658163,BAL_Eric DeCosta,0.025273329,CLE_Andrew Berry,0.025206214
Jimmy Horn Jr.,2025,WR,Colorado,JAX_Trent Baalke,0.06270919,MIN_Kwesi Adofo-Mensah,0.052591503,LA_Les Snead,0.03558348,NYG_Joe Schoen,0.029605014,CAR_Scott Fitterer,0.027179167
Payton Page,2025,DT,Clemson,LA_Les Snead,0.06270546,GB_Brian Gutekunst,0.049499273,JAX_Trent Baalke,0.040237702,CIN_Mike Brown,0.033774827,ATL_Terry Fontenot,0.03347656
Matthew Golden,2025,WR,Texas,GB_Brian Gutekunst,0.06256385,ARI_Monti Ossenfort,0.039439235,SEA_John Schneider,0.03496504,LA_Les Snead,0.03249617,BAL_Eric DeCosta,0.02883413
Mitchell Evans,2025,TE,Notre Dame,GB_Brian Gutekunst,0.062492654,NO_Mickey Loomis,0.061497107,TEN_Ran Carthon,0.03711002,ATL_Terry Fontenot,0.030193608,TB_Jason Licht,0.028850926
Jah Joyner,2025,ED,Minnesota,BAL_Eric DeCosta,0.06233035,LA_Les Snead,0.038172033,JAX_Trent Baalke,0.03410557,GB_Brian Gutekunst,0.031390842,HOU_Nick Caserio,0.026151758
Landon Jackson,2025,ED,Arkansas,IND_Chris Ballard,0.062171556,JAX_Trent Baalke,0.060346194,BUF_Brandon Beane,0.05922189,GB_Brian Gutekunst,0.037163984,KC_Brett Veach,0.035441082
Quincy Riley,2025,CB,Louisville,SEA_John Schneider,0.062147375,TB_Jason Licht,0.05114159,SF_John Lynch,0.046423547,BAL_Eric DeCosta,0.032214906,GB_Brian Gutekunst,0.030914336
TreVeyon Henderson,2025,RB,Ohio State,MIA_Chris Grier,0.062125195,KC_Brett Veach,0.042419996,CIN_Mike Brown,0.033795256,NYG_Joe Schoen,0.028645227,PIT_Omar Khan,0.026846897
Tyler Batty,2025,ED,Brigham Young,LA_Les Snead,0.06207181,BAL_Eric DeCosta,0.060917795,NO_Mickey Loomis,0.059880354,PHI_Howie Roseman,0.032518793,IND_Chris Ballard,0.03144064
Que Robinson,2025,ED,Alabama,HOU_Nick Caserio,0.06182153,CAR_Scott Fitterer,0.053830136,BAL_Eric DeCosta,0.043934252,DEN_George Paton,0.031202193,SF_John Lynch,0.028042555
Dante Trader Jr.,2025,S,Maryland,SF_John Lynch,0.06135539,CLE_Andrew Berry,0.05426189,LA_Les Snead,0.040332127,MIA_Chris Grier,0.036500946,MIN_Kwesi Adofo-Mensah,0.031612135
Sean Martin,2025,ED,West Virginia,JAX_Trent Baalke,0.06130555,LA_Les Snead,0.05971103,ARI_Monti Ossenfort,0.034435183,ATL_Terry Fontenot,0.031940605,BAL_Eric DeCosta,0.027416626
Will Howard,2025,QB,Ohio State,DEN_George Paton,0.06111991,GB_Brian Gutekunst,0.060432363,TB_Jason Licht,0.032855995,NO_Mickey Loomis,0.032561142,ATL_Terry Fontenot,0.03252811
Yahya Black,2025,DT,Iowa,BAL_Eric DeCosta,0.061007198,CHI_Ryan Poles,0.06077505,NYG_Joe Schoen,0.03433411,JAX_Trent Baalke,0.03220809,KC_Brett Veach,0.032110557
Nick Nash,2025,WR,San Jose State,GB_Brian Gutekunst,0.061006654,BUF_Brandon Beane,0.03373734,CIN_Mike Brown,0.030979406,SEA_John Schneider,0.029649215,KC_Brett Veach,0.023886891
Gunnar Helm,2025,TE,Texas,CHI_Ryan Poles,0.06099244,DEN_George Paton,0.03646356,BAL_Eric DeCosta,0.036343344,GB_Brian Gutekunst,0.027415292,ATL_Terry Fontenot,0.02553427
Eugene Asante,2025,LB,Auburn,SF_John Lynch,0.06096202,GB_Brian Gutekunst,0.04227348,SEA_John Schneider,0.03983689,TB_Jason Licht,0.034184463,PHI_Howie Roseman,0.02817059
Elijhah Badger,2025,WR,Florida,KC_Brett Veach,0.06044488,TB_Jason Licht,0.047590844,GB_Brian Gutekunst,0.040055543,CLE_Andrew Berry,0.03354971,DEN_George Paton,0.027169932
Bilhal Kone,2025,CB,Western Michigan,JAX_Trent Baalke,0.060375698,KC_Brett Veach,0.04869202,BAL_Eric DeCosta,0.03897052,MIN_Kwesi Adofo-Mensah,0.03267609,BUF_Brandon Beane,0.029930366
Sai'vion Jones,2025,ED,LSU,CLE_Andrew Berry,0.060232844,NYJ_Joe Douglas,0.040157396,ATL_Terry Fontenot,0.036655318,TEN_Ran Carthon,0.03573662,BAL_Eric DeCosta,0.035368282
Phil Mafah,2025,RB,Clemson,LA_Les Snead,0.059965428,SF_John Lynch,0.0508775,JAX_Trent Baalke,0.031005163,NYJ_Joe Douglas,0.029829053,GB_Brian Gutekunst,0.026308415
Donovan Jackson,2025,G,Ohio State,KC_Brett Veach,0.059764717,NYJ_Joe Douglas,0.047261473,CLE_Andrew Berry,0.0422196,ATL_Terry Fontenot,0.02721649,HOU_Nick Caserio,0.021974701
DeAndre Jules,2025,DT,South Carolina,HOU_Nick Caserio,0.059720114,MIN_Kwesi Adofo-Mensah,0.0574866,LA_Les Snead,0.05368299,CLE_Andrew Berry,0.04473945,JAX_Trent Baalke,0.03523931
Cody Lindenberg,2025,LB,Minnesota,GB_Brian Gutekunst,0.059706055,HOU_Nick Caserio,0.050052613,DEN_George Paton,0.041291997,NYJ_Joe Douglas,0.035497278,CLE_Andrew Berry,0.032643545
Jack Kiser,2025,LB,Notre Dame,ATL_Terry Fontenot,0.059380405,SF_John Lynch,0.050235335,GB_Brian Gutekunst,0.04430882,CLE_Andrew Berry,0.036433563,MIN_Kwesi Adofo-Mensah,0.030317247
Tyrion Ingram-Dawkins,2025,DT,Georgia,PHI_Howie Roseman,0.059238866,GB_Brian Gutekunst,0.05642776,LAC_Joe Hortiz,0.03397191,BUF_Brandon Beane,0.028250348,CLE_Andrew Berry,0.023961393
Demetrius Knight Jr.,2025,LB,South Carolina,NO_Mickey Loomis,0.058965936,SEA_John Schneider,0.045949552,GB_Brian Gutekunst,0.039807547,ATL_Terry Fontenot,0.038476255,LAC_Joe Hortiz,0.031390242
Jalen Milroe,2025,QB,Alabama,NYJ_Joe Douglas,0.058614265,TB_Jason Licht,0.0527646,GB_Brian Gutekunst,0.049441673,DAL_Jerry Jones,0.038755257,SEA_John Schneider,0.033639196
Brandon Crenshaw-Dickson,2025,T,Florida,NYG_Joe Schoen,0.058413677,CHI_Ryan Poles,0.058225326,BUF_Brandon Beane,0.052696962,BAL_Eric DeCosta,0.05105417,MIA_Chris Grier,0.038221337
Jared Wilson,2025,C,Georgia,NE_Eliot Wolf,0.05835726,CIN_Mike Brown,0.054376822,GB_Brian Gutekunst,0.050191037,PIT_Omar Khan,0.050137088,BAL_Eric DeCosta,0.026483867
Jeremy Crawshaw,2025,P,Florida,HOU_Nick Caserio,0.058310084,DAL_Jerry Jones,0.04364465,CHI_Ryan Poles,0.036818795,SF_John Lynch,0.0335635,BAL_Eric DeCosta,0.02967584
Ollie Gordon II,2025,RB,Oklahoma State,SEA_John Schneider,0.058210377,TB_Jason Licht,0.052867677,BUF_Brandon Beane,0.052021127,GB_Brian Gutekunst,0.034666065,NO_Mickey Loomis,0.03064839
Jordan Watkins,2025,WR,Ole Miss,PHI_Howie Roseman,0.058135472,NYG_Joe Schoen,0.042169657,SF_John Lynch,0.03568955,JAX_Trent Baalke,0.034897514,CLE_Andrew Berry,0.028981954
Da'Quan Felton,2025,WR,Virginia Tech,GB_Brian Gutekunst,0.058069374,BAL_Eric DeCosta,0.041880134,NO_Mickey Loomis,0.035017103,DEN_George Paton,0.031708997,CHI_Ryan Poles,0.027087454
Jahdae Barron,2025,CB,Texas,IND_Chris Ballard,0.057939053,ARI_Monti Ossenfort,0.043795493,CIN_Mike Brown,0.03125696,GB_Brian Gutekunst,0.029378586,NYG_Joe Schoen,0.02767428
Savion Williams,2025,WR,TCU,GB_Brian Gutekunst,0.057815224,HOU_Nick Caserio,0.04130498,CHI_Ryan Poles,0.039454307,BAL_Eric DeCosta,0.0372304,SEA_John Schneider,0.034391664
Jack Bech,2025,WR,TCU,NO_Mickey Loomis,0.057810806,NYJ_Joe Douglas,0.04593756,TB_Jason Licht,0.023938943,GB_Brian Gutekunst,0.023009734,CIN_Mike Brown,0.022568874
Jonah Savaiinaea,2025,T,Arizona,PHI_Howie Roseman,0.057589144,KC_Brett Veach,0.038876377,HOU_Nick Caserio,0.036356013,CHI_Ryan Poles,0.035523213,BAL_Eric DeCosta,0.02770375
Justin Walley,2025,CB,Minnesota,CLE_Andrew Berry,0.057548665,SF_John Lynch,0.05347241,MIN_Kwesi Adofo-Mensah,0.047418226,LA_Les Snead,0.047376156,SEA_John Schneider,0.03673948
Kaden Prather,2025,WR,Maryland,DEN_George Paton,0.057492636,GB_Brian Gutekunst,0.046950035,JAX_Trent Baalke,0.04645076,SF_John Lynch,0.032182254,CLE_Andrew Berry,0.026206918
Ashton Gillotte,2025,ED,Louisville,GB_Brian Gutekunst,0.057399165,IND_Chris Ballard,0.055767253,NO_Mickey Loomis,0.053800087,ARI_Monti Ossenfort,0.040633924,NYJ_Joe Douglas,0.034037597
Francisco Mauigoa,2025,LB,Miami (FL),GB_Brian Gutekunst,0.05732986,BUF_Brandon Beane,0.040020622,NO_Mickey Loomis,0.03578838,ATL_Terry Fontenot,0.029328095,CLE_Andrew Berry,0.027361238
Zah Frazier,2025,CB,UTSA,JAX_Trent Baalke,0.057101328,DEN_George Paton,0.045861755,MIN_Kwesi Adofo-Mensah,0.03747395,IND_Chris Ballard,0.0340421,GB_Brian Gutekunst,0.030228285
Smael Mondon Jr.,2025,LB,Georgia,GB_Brian Gutekunst,0.057015777,IND_Chris Ballard,0.041153003,NYJ_Joe Douglas,0.03213706,TB_Jason Licht,0.032088857,BUF_Brandon Beane,0.027334727
Nazir Stackhouse,2025,DT,Georgia,GB_Brian Gutekunst,0.05683735,HOU_Nick Caserio,0.049473546,KC_Brett Veach,0.045559995,LA_Les Snead,0.044843588,JAX_Trent Baalke,0.034631178
Tai Felton,2025,WR,Maryland,TB_Jason Licht,0.056826223,ARI_Monti Ossenfort,0.037910543,BAL_Eric DeCosta,0.035500824,GB_Brian Gutekunst,0.03430175,PHI_Howie Roseman,0.030156944
Xavier Truss,2025,G,Georgia,LA_Les Snead,0.056673132,JAX_Trent Baalke,0.03945336,BUF_Brandon Beane,0.034399908,HOU_Nick Caserio,0.03312131,BAL_Eric DeCosta,0.030780315
Caleb Ransaw,2025,CB,Tulane,JAX_Trent Baalke,0.056023587,IND_Chris Ballard,0.04088208,SF_John Lynch,0.039262414,NYG_Joe Schoen,0.034537908,PHI_Howie Roseman,0.03233005
Jordan Hancock,2025,CB,Ohio State,LA_Les Snead,0.055934787,SF_John Lynch,0.052589748,CLE_Andrew Berry,0.042771816,JAX_Trent Baalke,0.027530514,MIN_Kwesi Adofo-Mensah,0.026283877
Brant Kuithe,2025,TE,Utah,DAL_Jerry Jones,0.055864826,NYJ_Joe Douglas,0.05016934,GB_Brian Gutekunst,0.04582493,DEN_George Paton,0.04201925,ATL_Terry Fontenot,0.03508889
Luke Kandra,2025,G,Cincinnati,TB_Jason Licht,0.055794314,GB_Brian Gutekunst,0.051448166,DAL_Jerry Jones,0.042138252,BAL_Eric DeCosta,0.03926937,LV_Tom Telesco,0.029274302
Chase Lundt,2025,T,Connecticut,BAL_Eric DeCosta,0.055623285,SF_John Lynch,0.047480267,GB_Brian Gutekunst,0.04205973,MIA_Chris Grier,0.028497433,ARI_Monti Ossenfort,0.028368207
Walter Nolen,2025,DT,Ole Miss,DEN_George Paton,0.055612806,HOU_Nick Caserio,0.04865435,CLE_Andrew Berry,0.031880755,ATL_Terry Fontenot,0.03169625,GB_Brian Gutekunst,0.028527958
Jarquez Hunter,2025,RB,Auburn,TB_Jason Licht,0.05554823,LA_Les Snead,0.055424497,NO_Mickey Loomis,0.055280846,GB_Brian Gutekunst,0.04304859,SEA_John Schneider,0.03618021
Omarion Hampton,2025,RB,North Carolina,IND_Chris Ballard,0.055500463,GB_Brian Gutekunst,0.045897163,MIA_Chris Grier,0.039479166,KC_Brett Veach,0.0365334,ATL_Terry Fontenot,0.033728313
Cam Jackson,2025,DT,Florida,BAL_Eric DeCosta,0.055439223,TEN_Ran Carthon,0.049682874,CHI_Ryan Poles,0.04893633,KC_Brett Veach,0.038734514,SEA_John Schneider,0.030435583
Howard Cross III,2025,DT,Notre Dame,ATL_Terry Fontenot,0.055225637,GB_Brian Gutekunst,0.05239169,CLE_Andrew Berry,0.029623039,CIN_Mike Brown,0.026827497,SF_John Lynch,0.026375482
Nic Scourton,2025,ED,Texas A&M,HOU_Nick Caserio,0.054966677,TB_Jason Licht,0.0460462,DEN_George Paton,0.039463844,CLE_Andrew Berry,0.035104364,LAC_Joe Hortiz,0.033197362
Torricelli Simpkins III,2025,G,South Carolina,GB_Brian Gutekunst,0.054945417,BUF_Brandon Beane,0.038385786,JAX_Trent Baalke,0.03832672,LA_Les Snead,0.036584675,BAL_Eric DeCosta,0.031227445
Isas Waxter,2025,CB,Villanova,BUF_Brandon Beane,0.05486955,NYJ_Joe Douglas,0.043987468,GB_Brian Gutekunst,0.03560564,CLE_Andrew Berry,0.034832332,NE_Eliot Wolf,0.032603204
Azareye'h Thomas,2025,CB,Florida State,KC_Brett Veach,0.054854885,DEN_George Paton,0.03629895,DAL_Jerry Jones,0.031114338,CIN_Mike Brown,0.028993858,TB_Jason Licht,0.026731407
Josh Conerly Jr.,2025,T,Oregon,SEA_John Schneider,0.05482701,PIT_Omar Khan,0.047092516,CHI_Ryan Poles,0.030300219,GB_Brian Gutekunst,0.029361784,CIN_Mike Brown,0.027732506
Tre Harris,2025,WR,Ole Miss,BUF_Brandon Beane,0.05464577,DET_Brad Holmes,0.041269273,CAR_Scott Fitterer,0.034777105,CLE_Andrew Berry,0.033658896,NE_Eliot Wolf,0.030739596
Jacob Parrish,2025,CB,Kansas State,IND_Chris Ballard,0.054509234,SF_John Lynch,0.041916706,ARI_Monti Ossenfort,0.039648548,CAR_Scott Fitterer,0.034238275,TB_Jason Licht,0.03233826
Ashton Jeanty,2025,RB,Boise State,ARI_Monti Ossenfort,0.054489512,PHI_Howie Roseman,0.049254127,NYG_Joe Schoen,0.048258886,BAL_Eric DeCosta,0.032073762,MIN_Kwesi Adofo-Mensah,0.026356902
Aeneas Peebles,2025,DT,Virginia Tech,LA_Les Snead,0.054403372,SF_John Lynch,0.04387855,SEA_John Schneider,0.036618955,ATL_Terry Fontenot,0.034126732,JAX_Trent Baalke,0.03263203
Chimere Dike,2025,WR,Florida,IND_Chris Ballard,0.054362215,DEN_George Paton,0.051053666,JAX_Trent Baalke,0.042326994,PHI_Howie Roseman,0.026304614,MIA_Chris Grier,0.024077449
Kurtis Rourke,2025,QB,Indiana,GB_Brian Gutekunst,0.054310367,SF_John Lynch,0.052980207,NO_Mickey Loomis,0.03903188,ATL_Terry Fontenot,0.035409868,CLE_Andrew Berry,0.035362326
Quinshon Judkins,2025,RB,Ohio State,DET_Brad Holmes,0.054076634,GB_Brian Gutekunst,0.04923636,CAR_Scott Fitterer,0.045636397,JAX_Trent Baalke,0.04516481,MIA_Chris Grier,0.04025539
Josaiah Stewart,2025,ED,Michigan,DEN_George Paton,0.054018468,TB_Jason Licht,0.041493557,NYJ_Joe Douglas,0.03395846,HOU_Nick Caserio,0.024196832,ATL_Terry Fontenot,0.022706876
Jahvaree Ritzie,2025,DT,North Carolina,PHI_Howie Roseman,0.054007642,GB_Brian Gutekunst,0.03349958,TB_Jason Licht,0.03230545,CIN_Mike Brown,0.024617365,MIN_Kwesi Adofo-Mensah,0.024612034
Dorian Strong,2025,CB,Virginia Tech,BAL_Eric DeCosta,0.0539959,CAR_Scott Fitterer,0.043456294,KC_Brett Veach,0.04273164,CLE_Andrew Berry,0.032379873,MIN_Kwesi Adofo-Mensah,0.031164223
Kelvin Banks Jr.,2025,T,Texas,NO_Mickey Loomis,0.053905547,JAX_Trent Baalke,0.039224483,BAL_Eric DeCosta,0.037436586,PIT_Omar Khan,0.032431394,CLE_Andrew Berry,0.026292037
Jaylin Smith,2025,CB,USC,SF_John Lynch,0.053692706,LA_Les Snead,0.039544124,CLE_Andrew Berry,0.029509988,BAL_Eric DeCosta,0.026158197,JAX_Trent Baalke,0.022075582
Charles Grant,2025,T,William & Mary,DAL_Jerry Jones,0.05352571,NYJ_Joe Douglas,0.046133224,BAL_Eric DeCosta,0.024202054,KC_Brett Veach,0.023673313,CIN_Mike Brown,0.02192324
Jalon Walker,2025,LB,Georgia,GB_Brian Gutekunst,0.053109325,CAR_Scott Fitterer,0.048139207,NYJ_Joe Douglas,0.03520507,PHI_Howie Roseman,0.028475916,LAC_Joe Hortiz,0.022777686
Tonka Hemingway,2025,DT,South Carolina,PHI_Howie Roseman,0.05310107,GB_Brian Gutekunst,0.04270825,ATL_Terry Fontenot,0.038632303,MIN_Kwesi Adofo-Mensah,0.028148487,HOU_Nick Caserio,0.025150161
Will Johnson,2025,CB,Michigan,BAL_Eric DeCosta,0.05309654,GB_Brian Gutekunst,0.0422785,SEA_John Schneider,0.025868734,ARI_Monti Ossenfort,0.025016505,DAL_Jerry Jones,0.02392092
Barrett Carter,2025,LB,Clemson,NYJ_Joe Douglas,0.052677196,HOU_Nick Caserio,0.044558622,SEA_John Schneider,0.043052867,CIN_Mike Brown,0.030977832,NO_Mickey Loomis,0.027216986
Thomas Fidone II,2025,TE,Nebraska,IND_Chris Ballard,0.05251594,GB_Brian Gutekunst,0.045281626,NO_Mickey Loomis,0.044243705,PHI_Howie Roseman,0.04066154,CLE_Andrew Berry,0.033313293
Dylan Sampson,2025,RB,Tennessee,GB_Brian Gutekunst,0.05169526,ARI_Monti Ossenfort,0.03891496,TB_Jason Licht,0.037244175,SEA_John Schneider,0.035391957,NO_Mickey Loomis,0.025892952
Eric Gregory,2025,DT,Arkansas,LA_Les Snead,0.051638696,SEA_John Schneider,0.04021916,ARI_Monti Ossenfort,0.033004448,ATL_Terry Fontenot,0.023302838,BAL_Eric DeCosta,0.022836734
Zy Alexander,2025,CB,LSU,TEN_Ran Carthon,0.051418666,BAL_Eric DeCosta,0.04545486,KC_Brett Veach,0.044610903,CHI_Ryan Poles,0.03054575,SEA_John Schneider,0.027665371
Ahmed Hassanein,2025,ED,Boise State,GB_Brian Gutekunst,0.051365357,CIN_Mike Brown,0.043167107,ARI_Monti Ossenfort,0.038010444,NO_Mickey Loomis,0.033631593,ATL_Terry Fontenot,0.03159611
Gavin Bartholomew,2025,TE,Pittsburgh,GB_Brian Gutekunst,0.051189188,LA_Les Snead,0.041560423,SF_John Lynch,0.035318106,BAL_Eric DeCosta,0.028610796,ATL_Terry Fontenot,0.027482472
Jake Majors,2025,C,Texas,MIN_Kwesi Adofo-Mensah,0.051094066,GB_Brian Gutekunst,0.036714435,BAL_Eric DeCosta,0.02952306,SF_John Lynch,0.027017314,ATL_Terry Fontenot,0.024997436
Trevor Etienne,2025,RB,Georgia,ARI_Monti Ossenfort,0.050865855,JAX_Trent Baalke,0.050362844,BAL_Eric DeCosta,0.030611515,PHI_Howie Roseman,0.030591242,KC_Brett Veach,0.030088728
Tommy Akingbesote,2025,DT,Maryland,SEA_John Schneider,0.05082582,JAX_Trent Baalke,0.044475432,LA_Les Snead,0.03543694,HOU_Nick Caserio,0.03491408,TEN_Ran Carthon,0.02443219
Dillon Gabriel,2025,QB,Oregon,NO_Mickey Loomis,0.05082395,TB_Jason Licht,0.04717324,GB_Brian Gutekunst,0.04451821,KC_Brett Veach,0.03479102,LA_Les Snead,0.029659132
RJ Harvey,2025,RB,UCF,TB_Jason Licht,0.050722335,CAR_Scott Fitterer,0.035326507,IND_Chris Ballard,0.031904887,NYG_Joe Schoen,0.030132996,GB_Brian Gutekunst,0.028215218
Garrett Dellinger,2025,G,LSU,TB_Jason Licht,0.050699353,GB_Brian Gutekunst,0.048548784,BAL_Eric DeCosta,0.04694183,ATL_Terry Fontenot,0.033472788,DET_Brad Holmes,0.029624142
Jason Marshall Jr.,2025,CB,Florida,JAX_Trent Baalke,0.05061414,NYG_Joe Schoen,0.034431864,MIN_Kwesi Adofo-Mensah,0.03306688,DET_Brad Holmes,0.031940345,SEA_John Schneider,0.030958263
Bam Martin-Scott,2025,LB,South Carolina,BUF_Brandon Beane,0.050589908,JAX_Trent Baalke,0.049990643,GB_Brian Gutekunst,0.04626253,BAL_Eric DeCosta,0.02978194,DEN_George Paton,0.023441855
Deone Walker,2025,DT,Kentucky,TEN_Ran Carthon,0.050456904,KC_Brett Veach,0.044652477,CLE_Andrew Berry,0.03566647,BAL_Eric DeCosta,0.034301504,TB_Jason Licht,0.030721148
Rayuan Lane III,2025,S,Navy,JAX_Trent Baalke,0.05018155,BUF_Brandon Beane,0.04870465,LA_Les Snead,0.046190552,NYG_Joe Schoen,0.035008598,GB_Brian Gutekunst,0.032228775
Woody Marks,2025,RB,USC,BUF_Brandon Beane,0.05004563,CLE_Andrew Berry,0.044485237,BAL_Eric DeCosta,0.02592264,GB_Brian Gutekunst,0.023545323,KC_Brett Veach,0.02279442
Darius Alexander,2025,DT,Toledo,NO_Mickey Loomis,0.050021496,CIN_Mike Brown,0.033687066,LA_Les Snead,0.033440746,DAL_Jerry Jones,0.032215547,CHI_Ryan Poles,0.025639582
John Williams,2025,T,Cincinnati,ARI_Monti Ossenfort,0.049924787,MIN_Kwesi Adofo-Mensah,0.048812717,NO_Mickey Loomis,0.0487971,LV_Tom Telesco,0.034160882,NYG_Joe Schoen,0.03412485
Kobe King,2025,LB,Penn State,GB_Brian Gutekunst,0.04991157,KC_Brett Veach,0.04014038,NYJ_Joe Douglas,0.038168836,CLE_Andrew Berry,0.03737663,ATL_Terry Fontenot,0.03211975
